complex_name,compound_group,smiles,experimental_pKD,covalent,fragment_screen,pb_valid_prepared,pb_valid_ref,suspected_artefact,sucos_shape,pocket_qcov,sucos_shape_pocket_qcov
A71EV2A-x3623a,x3623a,Cc1cnc(CNS(=O)(=O)C[C@@H](C)c2ccccc2)o1,4.8184,False,False,True,True,False,48.31,79.1667,38.2454
A71EV2A-x3634a,x3634a,COc1ccccc1CC(=O)N1C[C@H](C(N)=O)[C@@H](C)C1,5.3039,False,False,True,True,False,39.2956,87.5,34.3837
A71EV2A-x3663a,x3663a,COc1ccccc1CC(=O)N1CCO[C@@H](C(N)=O)C1,4.6157,False,False,True,True,False,41.0922,88,36.1612
A71EV2A-x3665a,x3665a,COc1ccccc1CC(=O)N1C[C@@H](C(N)=O)CC(F)(F)C1,5.411,False,False,True,True,False,39.6751,92.3077,36.6232
A71EV2A-x3685a,x3685a,COc1ccccc1CC(=O)N1CC[C@@H](NC(N)=O)C1,5.056,False,False,True,True,False,54.3268,72,39.1153
A71EV2A-x3694a,x3694a_x3694b_x4032a_x4032b,COc1ccccc1CC(=O)N1CC[C@@H](CC(N)=O)C1,5.0552,False,False,True,True,False,41.0957,88.4615,36.3539
A71EV2A-x3694b,x3694a_x3694b_x4032a_x4032b,COc1ccccc1CC(=O)N1CC[C@@H](CC(N)=O)C1,5.0552,False,False,True,True,False,40.1392,96,38.5337
A71EV2A-x3706a,x3706a_x3706b,Cc1cccc(CNC(=O)N2CCC[C@H](C(N)=O)C2)c1,4.9676,False,False,True,True,False,52.6698,91.3043,48.0898
A71EV2A-x3706b,x3706a_x3706b,Cc1cccc(CNC(=O)N2CCC[C@H](C(N)=O)C2)c1,4.9676,False,False,True,True,False,52.0636,95.4545,49.697
A71EV2A-x3521a,x3521a,N#C[C@H]1C[C@@H](NC(=O)C2(c3ccc(Cl)cc3Cl)CCOCC2)C1,4.7265,False,False,True,True,False,47.7995,90,43.0196
A71EV2A-x3521b,x3521b,N#C[C@H]1C[C@H](NC(=O)C2(c3ccc(Cl)cc3Cl)CCOCC2)C1,4.7265,False,False,True,True,True,38.9491,64.2857,25.0387
A71EV2A-x3522a,x3522a_x3522b,COCC(=O)Nc1c(Cl)cc(C)cc1OCc1ncccn1,4.8584,False,False,True,True,False,35.3865,89.4737,31.6616
A71EV2A-x3522b,x3522a_x3522b,COCC(=O)Nc1c(Cl)cc(C)cc1OCc1ncccn1,4.8584,False,False,True,True,False,35.7385,89.4737,31.9765
A71EV2A-x3546a,x3546a,COc1ccc(F)cc1CC(=O)N1CCC[C@H](C(N)=O)C1,4.2094,False,False,True,True,False,36.8717,92.3077,34.0354
A71EV2A-x3548a,x3229a_x3548a,COc1ccncc1CC(=O)N1CCC[C@H](C(N)=O)C1,4.7517,False,False,True,True,False,42.8876,96,41.1721
A71EV2A-x3550b,x3550a_x3550b,COc1ccccc1CC(=O)N1C[C@@H](C(N)=O)CC[C@@H]1C,4.4113,False,False,True,True,True,48.2045,14.2857,6.8864
A71EV2A-x3550a,x3550a_x3550b,COc1ccccc1CC(=O)N1C[C@@H](C(N)=O)CC[C@@H]1C,4.4113,False,False,True,True,False,41.9845,92.3077,38.755
A71EV2A-x3556a,x3556a,Cn1cc2c(CC(=O)N3CC[C@H](C(N)=O)C3)cccc2n1,4.4101,False,False,True,True,False,44.7373,96.1538,43.0167
A71EV2A-x3557a,x3557a_x3557b,COc1ccc(CC(=O)N2CCC[C@H](C(N)=O)C2)c(OC)c1,4.6352,False,False,True,True,False,40.9983,88.4615,36.2678
A71EV2A-x3557b,x3557a_x3557b,COc1ccc(CC(=O)N2CCC[C@H](C(N)=O)C2)c(OC)c1,4.6352,False,False,True,True,False,40.8063,92,37.5418
A71EV2A-x3564a,x3564a,Cc1ccccc1NC(=O)c1cncc(C(N)=O)c1,4.6326,False,False,True,True,False,52.8709,78.9474,41.7402
A71EV2A-x3568a,x3568a,Cc1ccc2c(C(=O)NCCc3cocn3)c[nH]c2c1,5.1081,False,False,True,True,False,48.8204,88,42.962
A71EV2A-x3571a,x3571a_x3571b,COc1ccccc1CC(=O)N1CCCC[C@H](C(N)=O)C1,4.9522,False,False,True,True,False,43.0648,92.3077,39.7521
A71EV2A-x3571b,x3571a_x3571b,COc1ccccc1CC(=O)N1CCCC[C@H](C(N)=O)C1,4.9522,False,False,True,True,False,42.2315,96.1538,40.6072
A71EV2A-x3575a,x3575a,COc1c(C#N)cccc1CC(=O)N1CCC[C@H](C(N)=O)C1,,False,False,True,True,False,45.0355,91.3043,41.1194
A71EV2A-x3849a,x3849a_x3869a,COc1ncccc1CC(=O)N1CCC[C@@H](C(N)=O)C1,4.9397,False,False,True,True,False,41.7987,95.8333,40.057
A71EV2A-x3858a,x3858a_x3858b,COc1cccc(Cl)c1CC(=O)N1CCC[C@@H](C(N)=O)C1,4.6205,False,False,True,True,False,40.9906,91.6667,37.5747
A71EV2A-x3858b,x3858a_x3858b,COc1cccc(Cl)c1CC(=O)N1CCC[C@@H](C(N)=O)C1,4.6205,False,False,True,True,False,40.7133,95.8333,39.0169
A71EV2A-x3862a,x3862a,COc1ccccc1[C@@H](OC)C(=O)N1CCC[C@H](C(N)=O)C1,5.5237,False,False,True,True,False,41.1492,91.3043,37.571
A71EV2A-x3867a,x3867a,Cc1ccccc1NC(=O)c1ccc(C)c(C(N)=O)c1,4.8041,False,False,True,True,False,52.5066,77.2727,40.5733
A71EV2A-x3868a,x3868a,COc1ccccc1N(C)C(=O)N1CCC[C@H](C(N)=O)C1,,False,False,True,True,False,38.9194,83.3333,32.4328
A71EV2A-x3869a,x3849a_x3869a,COc1ncccc1CC(=O)N1CCC[C@@H](C(N)=O)C1,4.9397,False,False,True,True,False,42.1417,95.6522,40.3094
A71EV2A-x3883a,x3883a,COc1ccccc1[C@H](OC)C(=O)N1CCC[C@H](C(N)=O)C1,5.5237,False,False,True,True,False,44.1653,92.3077,40.768
A71EV2A-x3884a,x3884a_x3884b,COc1ccccc1[C@H](NC(=O)OC(C)(C)C)C(=O)N1CCC[C@H](C(N)=O)C1,4.9308,False,False,True,True,False,37.1894,91.6667,34.0903
A71EV2A-x3884b,x3884a_x3884b,COc1ccccc1[C@H](NC(=O)OC(C)(C)C)C(=O)N1CCC[C@H](C(N)=O)C1,4.9308,False,False,True,True,False,37.3067,92,34.3221
A71EV2A-x3890a,x3890a,COc1ccccc1[C@H](N)C(=O)N1CCC[C@H](C(N)=O)C1,5.35,False,False,True,True,False,45.0182,92,41.4168
A71EV2A-x3895a,x3895a,COc1ccccc1CN1C[C@@H](C(N)=O)CC1=O,4.6271,False,False,True,True,False,41.0173,95.4545,39.1529
A71EV2A-x3897a,x3897a,COc1ccncc1CC(=O)N1CCC[C@@H](C(N)=O)C1,,False,False,True,True,False,38.6246,92,35.5346
A71EV2A-x3901a,x3901a,COc1ccccc1CC(=O)N1CCN[C@H](C(N)=O)C1,5.6227,False,False,True,True,False,44.8684,92.3077,41.417
A71EV2A-x3908a,x3908a,Cc1cccc(N(CC(=O)N2CCCCC2)C(=O)N2CCC[C@H](C(N)=O)C2)c1,4.6271,False,False,True,True,False,40.8935,95.8333,39.1896
A71EV2A-x3914a,x3188a_x3189a_x3914a,Cn1cc2c(CC(=O)N3CCC[C@H](C(N)=O)C3)cccc2n1,4.4056,False,False,True,True,False,43.2274,96,41.4983
A71EV2A-x3920a,x3201a_x3920a_x4347a,COc1ncccc1CC(=O)N1CCC[C@H](C(N)=O)C1,,False,False,True,True,False,43.9212,95.8333,42.0911
A71EV2A-x3936a,x3936a,COC[C@]1(C(=O)N2CCC[C@H](C(N)=O)C2)CCCCO1,6,False,False,True,True,False,45.8461,95.4545,43.7622
A71EV2A-x3937a,x3937a,CO[C@@H](C(=O)N1CCC[C@H](C(N)=O)C1)c1cccnc1,4.227,False,False,True,True,False,47.3349,72,34.0811
A71EV2A-x3938a,x3938a,C[C@]1(C(=O)N2CCC[C@H](C(N)=O)C2)CCCCO1,,False,False,True,True,False,42.7604,91.6667,39.1971
A71EV2A-x3939a,x3939a,CO[C@@H](C(=O)N1CCC[C@H](C(N)=O)C1)c1ccccc1C,4.9281,False,False,True,True,False,39.6701,92.3077,36.6185
A71EV2A-x3940a,x3940a,COc1ccc(Cl)cc1CC(=O)N1CCC[C@H](C(N)=O)C1,4.7272,False,False,True,True,False,41.1474,91.3043,37.5693
A71EV2A-x3942a,x3942a_x4209a,COc1cccc(Cl)c1CC(=O)N1CCC[C@H](C(N)=O)C1,4.7856,False,False,True,True,False,42.5349,92,39.1321
A71EV2A-x3944a,x3944a,CCN(CC1CC1)C(=O)c1cccc(CC(=O)N2CCC[C@H](C(N)=O)C2)c1,4.9083,False,False,True,True,False,34.3683,90,30.9315
A71EV2A-x3954a,x3954a,COc1ccc2c(n1)[C@@H](C(=O)N1CCC[C@H](C(N)=O)C1)CC2,4.4524,False,False,True,True,False,43.0581,95.6522,41.186
A71EV2A-x3956a,x3956a,COc1ccccc1CCN1C[C@@H](C(N)=O)CC1=O,5.045,False,False,True,True,False,61.5267,76.9231,47.3282
A71EV2A-x3963a,x3963a_x3963b_x4489a_x4489b,NC(=O)[C@H]1CCCN(C(=O)Cc2cccnc2N)C1,,False,False,True,True,False,41.6758,91.6667,38.2028
A71EV2A-x3963b,x3963a_x3963b_x4489a_x4489b,NC(=O)[C@H]1CCCN(C(=O)Cc2cccnc2N)C1,,False,False,True,True,False,43.1507,95.6522,41.2746
A71EV2A-x3968a,x3968a,NC(=O)[C@H]1CCCN(C(=O)[C@H](OCC2CCCC2)c2ccccc2)C1,5.567,False,False,True,True,False,43.6461,95.4545,41.6621
A71EV2A-x3975a,x3975a,NC(=O)[C@H]1CCCN(C(=O)[C@@H](CN2CCCC2)c2ccccc2)C1,5.0246,False,False,True,True,False,47.3459,83.3333,39.4549
A71EV2A-x3977a,x3977a_x3977b,COc1ccccc1CC(=O)N(C)CCC(N)=O,4.9355,False,False,True,True,False,48.9285,92.3077,45.1648
A71EV2A-x3977b,x3977a_x3977b,COc1ccccc1CC(=O)N(C)CCC(N)=O,4.9355,False,False,True,True,True,41.2853,12.5,5.1607
A71EV2A-x3981a,x3981a,NC(=O)[C@H]1CCCN(C(=O)[C@@H](CCc2ccccc2)c2ccccc2)C1,,False,False,True,True,False,46.1417,92.3077,42.5924
A71EV2A-x3982a,x3982a,NC(=O)[C@H]1CCCN(C(=O)C(c2ccccc2)c2ccccc2)C1,5.1799,False,False,True,True,False,41.7185,95.4545,39.8222
A71EV2A-x3986a,x3986a_x3986b,NC(=O)[C@H]1CCCN(C(=O)[C@@H](Sc2ccccc2)c2ccccc2)C1,5.1355,False,False,True,True,False,40.2854,91.6667,36.9283
A71EV2A-x3986b,x3986a_x3986b,NC(=O)[C@H]1CCCN(C(=O)[C@@H](Sc2ccccc2)c2ccccc2)C1,5.1355,False,False,True,True,False,39.5421,91.6667,36.247
A71EV2A-x3989a,x3989a_x4838a,NC(=O)[C@H]1CCN(C(=O)Cc2cc(C(F)(F)F)ccc2Cl)C1,5.049,False,False,True,True,False,43.2342,90.9091,39.3038
A71EV2A-x3990a,x3990a,COc1ccccc1CC(=O)N1C[C@H](C(N)=O)[C@@H](C(F)(F)F)C1,5.1107,False,False,True,True,False,53.0251,69.2308,36.7097
A71EV2A-x3992a,x3992a_x3992b,COc1cccc(Cl)c1NC(=O)N1CC[C@H](C(N)=O)C1,4.6121,False,False,True,True,False,44.3859,92.3077,40.9716
A71EV2A-x3992b,x3992a_x3992b,COc1cccc(Cl)c1NC(=O)N1CC[C@H](C(N)=O)C1,4.6121,False,False,True,True,False,44.4098,95.8333,42.5594
A71EV2A-x3993a,x3993a_x3993b,COc1cccc(Cl)c1CC(=O)N1C[C@H](C(N)=O)C[C@H](C(=O)NC2CC2)C1,4.8993,False,False,True,True,False,45.4133,77.7778,35.3215
A71EV2A-x3993b,x3993a_x3993b,COc1cccc(Cl)c1CC(=O)N1C[C@H](C(N)=O)C[C@H](C(=O)NC2CC2)C1,4.8993,False,False,True,True,False,38.3189,96.1538,36.8451
A71EV2A-x4012a,x4012a_x4012b,COc1ccccc1NC(=O)N1CCC[C@H](C(N)=O)C1,,False,False,True,True,False,46.4501,92.3077,42.877
A71EV2A-x4012b,x4012a_x4012b,COc1ccccc1NC(=O)N1CCC[C@H](C(N)=O)C1,,False,False,True,True,False,45.8518,95.6522,43.8583
A71EV2A-x4017a,x4017a_x4017b,Cn1ncc2c(NC(=O)N3CCC[C@H](C(N)=O)C3)cccc21,,False,False,True,True,False,43.7624,92,40.2614
A71EV2A-x4017b,x4017a_x4017b,Cn1ncc2c(NC(=O)N3CCC[C@H](C(N)=O)C3)cccc21,,False,False,True,True,False,38.071,91.6667,34.8984
A71EV2A-x4018a,x4018a_x4018b,COc1ccccc1CC(=O)N1CCC[C@H](C(N)=O)CC1,4.9522,False,False,True,True,False,50.8017,72,36.5772
A71EV2A-x4018b,x4018a_x4018b,COc1ccccc1CC(=O)N1CCC[C@H](C(N)=O)CC1,4.9522,False,False,True,True,False,45.0522,95.4545,43.0043
A71EV2A-x4020a,x4020a_x4020b,Cc1cccc(CC(=O)N2CCC[C@H](C(N)=O)C2)c1,4.2901,False,False,True,True,False,47.0171,95.8333,45.0581
A71EV2A-x4020b,x4020a_x4020b,Cc1cccc(CC(=O)N2CCC[C@H](C(N)=O)C2)c1,4.2901,False,False,True,True,False,46.5103,95.6522,44.4882
A71EV2A-x4028a,x4028a,COc1ccc(C(F)(F)F)cc1CC(=O)N1CCC[C@H](C(N)=O)C1,4.45,False,False,True,True,False,37.822,92.5926,35.0204
A71EV2A-x4029a,x3579a_x4029a,COc1ccccc1CN1C[C@@H](C(N)=O)CCC1=O,4.9569,False,False,True,True,False,49.4479,95.4545,47.2003
A71EV2A-x4031a,x4031a_x4031b,COc1ncccc1NC(=O)N1CCC[C@H](C(N)=O)C1,4.4873,False,False,True,True,False,46.5904,92.3077,43.0066
A71EV2A-x4031b,x4031a_x4031b,COc1ncccc1NC(=O)N1CCC[C@H](C(N)=O)C1,4.4873,False,False,True,True,False,46.074,95.8333,44.1542
A71EV2A-x4032a,x3694a_x3694b_x4032a_x4032b,COc1ccccc1CC(=O)N1CC[C@@H](CC(N)=O)C1,5.0552,False,False,True,True,False,41.381,92.3077,38.1979
A71EV2A-x4032b,x3694a_x3694b_x4032a_x4032b,COc1ccccc1CC(=O)N1CC[C@@H](CC(N)=O)C1,5.0552,False,False,True,True,False,39.9883,95.8333,38.3222
A71EV2A-x4035a,x4035a_x4035b,COc1cccc(Cl)c1NC(=O)N1CCC[C@H](C(N)=O)C1,4.4659,False,False,True,True,False,44.9977,91.6667,41.2479
A71EV2A-x4035b,x4035a_x4035b,COc1cccc(Cl)c1NC(=O)N1CCC[C@H](C(N)=O)C1,4.4659,False,False,True,True,False,44.953,95.6522,42.9985
A71EV2A-x4202a,x4202a_x4202b,NC(=O)[C@H]1CCCN(C(=O)[C@H]2CCc3cccc(Br)c32)C1,4.4794,False,False,True,True,False,46.253,91.3043,42.231
A71EV2A-x4202b,x4202a_x4202b,NC(=O)[C@H]1CCCN(C(=O)[C@H]2CCc3cccc(Br)c32)C1,4.4794,False,False,True,True,False,42.5093,95.6522,40.661
A71EV2A-x4290a,x4290a,CSc1c(Br)cccc1CC(=O)N1CCC[C@H](C(N)=O)C1,4.4725,False,False,True,True,False,44.0676,91.3043,40.2356
A71EV2A-x4291a,x4291a,Cc1cc(C)c(CC(=O)N2CCC[C@H](C(N)=O)C2)c(=O)[nH]1,4.3063,False,False,True,True,False,39.9795,91.6667,36.6478
A71EV2A-x4292a,x4292a,NC(=O)[C@H]1CCCN(C(=O)Cc2cnccc2C(F)(F)F)C1,,False,False,True,True,False,41.1369,91.6667,37.7088
A71EV2A-x4295a,x4295a,COc1ccccc1[C@@H](O)CN1C[C@@H](C(N)=O)CC1=O,5.2769,False,False,True,True,False,45.6917,92,42.0364
A71EV2A-x4298a,x4298a,COc1cccc(NC(=O)N2CCC[C@H](C(N)=O)C2)n1,5.0724,False,False,True,True,False,49.8836,92,45.8929
A71EV2A-x4303a,x4303a_x4303b,COc1ccc(S(C)(=O)=O)cc1NC(=O)N1CCC[C@H](C(N)=O)C1,,False,False,True,True,False,43.4887,76,33.0514
A71EV2A-x4303b,x4303a_x4303b,COc1ccc(S(C)(=O)=O)cc1NC(=O)N1CCC[C@H](C(N)=O)C1,,False,False,True,True,False,37.5602,92,34.5554
A71EV2A-x4304a,x4304a,COc1ccc(NS(C)(=O)=O)cc1NC(=O)N1CCC[C@H](C(N)=O)C1,,False,False,True,True,False,36.5952,91.3043,33.413
A71EV2A-x4305a,x4305a,CC(C)Oc1ccccc1NC(=O)N1CCC[C@H](C(N)=O)C1,4.8778,False,False,True,True,False,40.7948,92.3077,37.6568
A71EV2A-x4306a,x4306a,NC(=O)[C@H]1CCCN(C(=O)Nc2ccccc2OCC(F)(F)F)C1,5.1566,False,False,True,True,False,40.6661,92.3077,37.5379
A71EV2A-x4308a,x4308a,NC(=O)[C@H]1CCCN(C(=O)Nc2cc3c(cc2Cl)OCO3)C1,4.6271,False,False,True,True,False,45.873,81.8182,37.5324
A71EV2A-x4309a,x4309a_x4309b,CCS(=O)(=O)c1ccc(OC)c(NC(=O)N2CCC[C@H](C(N)=O)C2)c1,4.0937,False,False,True,True,False,45.5245,76,34.5986
A71EV2A-x4309b,x4309a_x4309b,CCS(=O)(=O)c1ccc(OC)c(NC(=O)N2CCC[C@H](C(N)=O)C2)c1,4.0937,False,False,True,True,False,45.3898,76,34.4962
A71EV2A-x4310a,x4310a_x4310b,COc1c(NC(=O)N2CCC[C@H](C(N)=O)C2)cccc1C(F)(F)F,5.0325,False,False,True,True,False,41.1468,90.4762,37.2281
A71EV2A-x4310b,x4310a_x4310b,COc1c(NC(=O)N2CCC[C@H](C(N)=O)C2)cccc1C(F)(F)F,5.0325,False,False,True,True,False,48.2756,80,38.6204
A71EV2A-x4311a,x4311a,CC(C)(C)c1ccccc1NC(=O)N1CCC[C@H](C(N)=O)C1,4.917,False,False,True,True,False,44.2343,95.6522,42.3111
A71EV2A-x4312a,x4312a,NC(=O)[C@H]1CC(=O)N(Cc2cccc3c2OCC3)C1,5.0762,False,False,True,True,False,44.634,95.6522,42.6934
A71EV2A-x4313a,x4313a,COc1ccccc1[C@H](C)CN1C[C@@H](C(N)=O)CC1=O,4.9174,False,False,True,True,False,37.9109,92.3077,34.9947
A71EV2A-x4315a,x4315a,NC(=O)[C@H]1CCC(=O)N(Cc2cccc3c2OCO3)C1,,False,False,True,True,False,44.129,95.6522,42.2103
A71EV2A-x4316a,x4316a,COc1cccc2c1CC[C@H]2N1C[C@@H](C(N)=O)CCC1=O,4.7896,False,False,True,True,False,39.0342,90.9091,35.4856
A71EV2A-x4317a,x4317a,COc1ccccc1CC(=O)N1C[C@@H](C(N)=O)CC12CC2,,False,False,True,True,False,41.1618,92.3077,37.9955
A71EV2A-x4319a,x4319a,NC(=O)[C@H]1CCCN(C(=O)Cc2ccccc2OC(F)F)C1,4.2297,False,False,True,True,False,46.1642,92.3077,42.6131
A71EV2A-x4320a,x4320a,NC(=O)[C@H]1CCCN(C(=O)Cc2ccc3c(c2)CCC(=O)N3)C1,4.3497,False,False,True,True,False,40.5043,86.9565,35.2211
A71EV2A-x4321a,x4321a_x4321b,N#CCc1ccccc1CC(=O)N1CCC[C@H](C(N)=O)C1,5.1018,False,False,True,True,False,43.7871,91.6667,40.1381
A71EV2A-x4321b,x4321a_x4321b,N#CCc1ccccc1CC(=O)N1CCC[C@H](C(N)=O)C1,5.1018,False,False,True,True,False,41.9367,95.6522,40.1134
A71EV2A-x4322a,x4322a,CC(=O)Nc1ccccc1CC(=O)N1CCC[C@H](C(N)=O)C1,4.2652,False,False,True,True,False,40.113,88.8889,35.656
A71EV2A-x4324a,x4324a,NC(=O)[C@H]1CCC(=O)N(Cc2cccc3c2OCC3)C1,,False,False,True,True,False,46.4008,95.6522,44.3834
A71EV2A-x4331a,x4331a_x4331b,CCc1ccccc1CC(=O)N1CCC[C@H](C(N)=O)C1,,False,False,True,True,False,48.4781,91.6667,44.4383
A71EV2A-x4331b,x4331a_x4331b,CCc1ccccc1CC(=O)N1CCC[C@H](C(N)=O)C1,,False,False,True,True,False,49.1195,92,45.19
A71EV2A-x4333a,x4333a,Cc1ncccc1CC(=O)N1CCC[C@H](C(N)=O)C1,,False,False,True,True,False,44.1955,95.4545,42.1866
A71EV2A-x4334a,x4334a_x4334b,CSc1cccc(CC(=O)N2CCC[C@H](C(N)=O)C2)c1,4.165,False,False,True,True,False,43.1616,90.9091,39.2378
A71EV2A-x4334b,x4334a_x4334b,CSc1cccc(CC(=O)N2CCC[C@H](C(N)=O)C2)c1,4.165,False,False,True,True,False,42.7998,91.6667,39.2331
A71EV2A-x4336a,x4336a,NC(=O)[C@H]1CCCN(C(=O)Cc2cccc(Cl)c2Cl)C1,4.065,False,False,True,True,False,45.0124,95.6522,43.0553
A71EV2A-x4341a,x4341a,NC(=O)[C@H]1CCCN(C(=O)Cc2cccc3sccc23)C1,3.9388,False,False,True,True,False,42.9743,92.3077,39.6686
A71EV2A-x4342a,x4342a,NC(=O)[C@H]1CCCN(C(=O)Cc2cccnc2C(F)(F)F)C1,,False,False,True,True,False,49.265,88.8889,43.7911
A71EV2A-x4343a,x4343a_x4343b,NC(=O)[C@H]1CCCN(C(=O)Cc2ccnc(O)c2Br)C1,,False,False,True,True,False,46.9286,91.6667,43.0179
A71EV2A-x4343b,x4343a_x4343b,NC(=O)[C@H]1CCCN(C(=O)Cc2ccnc(O)c2Br)C1,,False,False,True,True,False,40.6062,91.6667,37.2224
A71EV2A-x4344a,x4344a,NC(=O)[C@H]1CCCN(C(=O)Cc2cccc3c2CCC3)C1,3.9502,False,False,True,True,False,43.7212,92,40.2235
A71EV2A-x4346a,x4346a,NC(=O)[C@H]1CCCN(C(=O)Cc2cccc3nonc23)C1,,False,False,True,True,False,42.2296,95.8333,40.4701
A71EV2A-x4347a,x3201a_x3920a_x4347a,COc1ncccc1CC(=O)N1CCC[C@H](C(N)=O)C1,4.2865,False,False,True,True,False,43.9873,95.8333,42.1545
A71EV2A-x4350a,x4350a,Cc1cnccc1CC(=O)N1CCC[C@H](C(N)=O)C1,,False,False,True,True,False,40.6201,95.6522,38.854
A71EV2A-x4351a,x4351a,NC(=O)C[C@H]1CCCN(c2ncnc3ccccc23)C1,4.9593,False,False,True,True,False,46.729,91.6667,42.8349
A71EV2A-x4365a,x4365a_x4365b,NC(=O)[C@H]1CCCN(C(=O)Cc2cccc3c2OCCO3)C1,,False,False,True,True,False,45.5662,77.2727,35.2102
A71EV2A-x4365b,x4365a_x4365b,NC(=O)[C@H]1CCCN(C(=O)Cc2cccc3c2OCCO3)C1,,False,False,True,True,False,37.9158,91.3043,34.6188
A71EV2A-x4368a,x4368a,COCc1ccccc1CC(=O)N1CCC[C@H](C(N)=O)C1,4.5768,False,False,True,True,False,42.7327,91.6667,39.1716
A71EV2A-x4372a,x4372a,NC(=O)[C@H]1CCCN(C(=O)Cc2cccnc2O)C1,5.1538,False,False,True,True,False,41.7768,90,37.5991
A71EV2A-x4373a,x4373a,NC(=O)[C@H]1CCCN(C(=O)Cc2cccc3c2OCO3)C1,,False,False,True,True,False,42.7076,96,40.9993
A71EV2A-x4374a,x4374a_x4374b,NC(=O)[C@H]1CCCN(C(=O)Cc2ccccc2CO)C1,4.3458,False,False,True,True,False,44.0492,91.3043,40.2188
A71EV2A-x4374b,x4374a_x4374b,NC(=O)[C@H]1CCCN(C(=O)Cc2ccccc2CO)C1,4.3458,False,False,True,True,False,44.2272,95.4545,42.2169
A71EV2A-x4380a,x4380a,NC(=O)[C@H]1CCCN(C(=O)Cc2cc(F)ccc2Cl)C1,,False,False,True,True,False,44.8736,91.3043,40.9715
A71EV2A-x4381a,x4381a,NC(=O)[C@H]1CCCN(C(=O)Cc2cc(C(F)(F)F)ccc2C(F)(F)F)C1,3.8068,False,False,True,True,False,41.3537,92,38.0454
A71EV2A-x4203a,x4203a,COc1cc(Cl)ccc1CC(=O)N1CCC[C@H](C(N)=O)C1,4.0186,False,False,True,True,False,40.8542,91.6667,37.4497
A71EV2A-x4207a,x4207a_x4207b,COc1ccccc1[C@@H](NC(C)=O)C(=O)N1CCC[C@H](C(N)=O)C1,5.2384,False,False,True,True,False,38.4143,92.3077,35.4593
A71EV2A-x4207b,x4207a_x4207b,COc1ccccc1[C@@H](NC(C)=O)C(=O)N1CCC[C@H](C(N)=O)C1,5.2384,False,False,True,True,False,39.2891,96,37.7175
A71EV2A-x4209a,x3942a_x4209a,COc1cccc(Cl)c1CC(=O)N1CCC[C@H](C(N)=O)C1,4.3783,False,False,True,True,False,53.742,76,40.8439
A71EV2A-x4214a,x4214a_x4214b,COc1ccccc1S(=O)(=O)N1CCC[C@H](C(N)=O)C1,5.1618,False,False,True,True,False,40.2906,91.6667,36.933
A71EV2A-x4214b,x4214a_x4214b,COc1ccccc1S(=O)(=O)N1CCC[C@H](C(N)=O)C1,5.1618,False,False,True,True,False,40.0688,95.6522,38.3266
A71EV2A-x4237a,x4237a_x4237b_x4237c_x4237d,NC(=O)[C@H]1CCCN(C(=O)[C@@H](Cc2ccc(F)cc2)c2ccccc2)C1,5.4786,False,False,True,True,False,41.2454,95.8333,39.5268
A71EV2A-x4237b,x4237a_x4237b_x4237c_x4237d,NC(=O)[C@H]1CCCN(C(=O)[C@@H](Cc2ccc(F)cc2)c2ccccc2)C1,5.4786,False,False,True,True,False,37.92,86.3636,32.7491
A71EV2A-x4237c,x4237a_x4237b_x4237c_x4237d,NC(=O)[C@H]1CCCN(C(=O)[C@@H](Cc2ccc(F)cc2)c2ccccc2)C1,5.4786,False,False,True,True,False,36.2896,95.6522,34.7118
A71EV2A-x4237d,x4237a_x4237b_x4237c_x4237d,NC(=O)[C@H]1CCCN(C(=O)[C@@H](Cc2ccc(F)cc2)c2ccccc2)C1,5.4786,False,False,True,True,False,36.0026,95,34.2025
A71EV2A-x4239a,x4239a,COc1cccc(Cl)c1CC(=O)N1C[C@H](C(N)=O)[C@H]2CCC[C@H]21,4.8196,False,False,True,True,False,45.7653,76,34.7816
A71EV2A-x4254a,x4254a,NC(=O)[C@H]1CCCN(C(=O)[C@H]2Cc3cccc(Cl)c32)C1,,False,False,True,True,False,46.3504,91.3043,42.3199
A71EV2A-x4260a,x4260a,NC(=O)[C@H]1CCCN(C(=O)[C@H]2CCOc3ccc(Cl)cc32)C1,5.2855,False,False,True,True,False,49.115,95.8333,47.0685
A71EV2A-x4274a,x4274a_x4274b,COc1cccnc1CN1CCC[C@H](C(N)=O)C1,5.5767,False,False,True,True,False,48.1032,95.8333,46.0989
A71EV2A-x4274b,x4274a_x4274b,COc1cccnc1CN1CCC[C@H](C(N)=O)C1,5.5767,False,False,True,True,False,48.0619,95.6522,45.9722
A71EV2A-x4283a,x4283a_x4283b,COc1cccnc1CC(=O)N1CCC[C@H](C(N)=O)C1,4.6482,False,False,True,True,False,44.8865,92,41.2956
A71EV2A-x4283b,x4283a_x4283b,COc1cccnc1CC(=O)N1CCC[C@H](C(N)=O)C1,4.6482,False,False,True,True,False,44.6634,96,42.8769
A71EV2A-x4386a,x4386a,CSc1ccccc1CC(=O)N1CCC[C@H](C(N)=O)C1,5.3931,False,False,True,True,False,46.7211,92,42.9834
A71EV2A-x4388a,x4388a,COc1ncc(Br)cc1CC(=O)N1CCC[C@H](C(N)=O)C1,4.8321,False,False,True,True,False,40.1403,92,36.929
A71EV2A-x4390a,x4390a,COc1ccccc1CCN1C[C@H](C(N)=O)CCC1=O,,False,False,True,True,False,59.0974,76.9231,45.4596
