complex_name,official_compound_group_id,canonical_smiles,scaffold,experimental_pKD,split,split_method,seed
A71EV2A-x4311a,b29b3347aefa370d,CC(C)(C)c1ccccc1NC(=O)N1CCC[C@H](C(N)=O)C1,O=C(Nc1ccccc1)N1CCCCC1,4.916961547867879,train,scaffold,123
A71EV2A-x4312a,a4f757ff4bd38986,NC(=O)[C@H]1CC(=O)N(Cc2cccc3c2OCC3)C1,O=C1CCCN1Cc1cccc2c1OCC2,5.0762380391713,train,scaffold,123
A71EV2A-x4313a,32f66b06e39480cb,COc1ccccc1[C@H](C)CN1C[C@@H](C(N)=O)CC1=O,O=C1CCCN1CCc1ccccc1,4.917407524166997,train,scaffold,123
A71EV2A-x4316a,8a9cd2b40177d3cb,COc1cccc2c1CC[C@H]2N1C[C@@H](C(N)=O)CCC1=O,O=C1CCCCN1[C@@H]1CCc2ccccc21,4.789637072991269,train,scaffold,123
A71EV2A-x4319a,9fb926acb21e2b86,NC(=O)[C@H]1CCCN(C(=O)Cc2ccccc2OC(F)F)C1,O=C(Cc1ccccc1)N1CCCCC1,4.2296663664747784,test,scaffold,123
A71EV2A-x4320a,e8ec34acf21e920a,NC(=O)[C@H]1CCCN(C(=O)Cc2ccc3c(c2)CCC(=O)N3)C1,O=C1CCc2cc(CC(=O)N3CCCCC3)ccc2N1,4.349692476868063,train,scaffold,123
A71EV2A-x4321a,6123bf323f9af8e8,N#CCc1ccccc1CC(=O)N1CCC[C@H](C(N)=O)C1,O=C(Cc1ccccc1)N1CCCCC1,5.101757238648579,test,scaffold,123
A71EV2A-x4321b,6123bf323f9af8e8,N#CCc1ccccc1CC(=O)N1CCC[C@H](C(N)=O)C1,O=C(Cc1ccccc1)N1CCCCC1,5.101757238648579,test,scaffold,123
A71EV2A-x4322a,3fc48a3a7fe17432,CC(=O)Nc1ccccc1CC(=O)N1CCC[C@H](C(N)=O)C1,O=C(Cc1ccccc1)N1CCCCC1,4.265200170411153,test,scaffold,123
A71EV2A-x4334a,3d9a6f73991da5cb,CSc1cccc(CC(=O)N2CCC[C@H](C(N)=O)C2)c1,O=C(Cc1ccccc1)N1CCCCC1,4.1650303504723505,test,scaffold,123
A71EV2A-x4334b,3d9a6f73991da5cb,CSc1cccc(CC(=O)N2CCC[C@H](C(N)=O)C2)c1,O=C(Cc1ccccc1)N1CCCCC1,4.1650303504723505,test,scaffold,123
A71EV2A-x4336a,c5c87dc44e5c0fd5,NC(=O)[C@H]1CCCN(C(=O)Cc2cccc(Cl)c2Cl)C1,O=C(Cc1ccccc1)N1CCCCC1,4.065026720650614,test,scaffold,123
A71EV2A-x4341a,451b042451982fae,NC(=O)[C@H]1CCCN(C(=O)Cc2cccc3sccc23)C1,O=C(Cc1cccc2sccc12)N1CCCCC1,3.9387751065420744,train,scaffold,123
A71EV2A-x4344a,e1d02e63a0c23381,NC(=O)[C@H]1CCCN(C(=O)Cc2cccc3c2CCC3)C1,O=C(Cc1cccc2c1CCC2)N1CCCCC1,3.9502403164313624,validation,scaffold,123
A71EV2A-x4347a,d77f37aabeec3eaf,COc1ncccc1CC(=O)N1CCC[C@H](C(N)=O)C1,O=C(Cc1cccnc1)N1CCCCC1,4.286509456906058,train,scaffold,123
A71EV2A-x4351a,b571b53e19c29075,NC(=O)C[C@H]1CCCN(c2ncnc3ccccc23)C1,c1ccc2c(N3CCCCC3)ncnc2c1,4.959254335737151,train,scaffold,123
A71EV2A-x4368a,e07fd86a43f50d88,COCc1ccccc1CC(=O)N1CCC[C@H](C(N)=O)C1,O=C(Cc1ccccc1)N1CCCCC1,4.576757218249551,test,scaffold,123
A71EV2A-x4372a,e132fd3091ddbb85,NC(=O)[C@H]1CCCN(C(=O)Cc2cccnc2O)C1,O=C(Cc1cccnc1)N1CCCCC1,5.153756287657022,train,scaffold,123
A71EV2A-x4374a,a66d97d8e36af137,NC(=O)[C@H]1CCCN(C(=O)Cc2ccccc2CO)C1,O=C(Cc1ccccc1)N1CCCCC1,4.345773777137761,test,scaffold,123
A71EV2A-x4374b,a66d97d8e36af137,NC(=O)[C@H]1CCCN(C(=O)Cc2ccccc2CO)C1,O=C(Cc1ccccc1)N1CCCCC1,4.345773777137761,test,scaffold,123
A71EV2A-x4381a,c7bcc0777eb6ffa3,NC(=O)[C@H]1CCCN(C(=O)Cc2cc(C(F)(F)F)ccc2C(F)(F)F)C1,O=C(Cc1ccccc1)N1CCCCC1,3.806800765395556,test,scaffold,123
A71EV2A-x4203a,0a1c4a3a5e2a0718,COc1cc(Cl)ccc1CC(=O)N1CCC[C@H](C(N)=O)C1,O=C(Cc1ccccc1)N1CCCCC1,4.018634490921456,test,scaffold,123
A71EV2A-x4207a,2f430e43c57597b4,COc1ccccc1[C@@H](NC(C)=O)C(=O)N1CCC[C@H](C(N)=O)C1,O=C(Cc1ccccc1)N1CCCCC1,5.238439218136987,test,scaffold,123
A71EV2A-x4207b,2f430e43c57597b4,COc1ccccc1[C@@H](NC(C)=O)C(=O)N1CCC[C@H](C(N)=O)C1,O=C(Cc1ccccc1)N1CCCCC1,5.238439218136987,test,scaffold,123
A71EV2A-x4209a,50ff5b64012057d2,COc1cccc(Cl)c1CC(=O)N1CCC[C@H](C(N)=O)C1,O=C(Cc1ccccc1)N1CCCCC1,4.37828501116997,test,scaffold,123
A71EV2A-x4214a,2908bd7e63199081,COc1ccccc1S(=O)(=O)N1CCC[C@H](C(N)=O)C1,O=S(=O)(c1ccccc1)N1CCCCC1,5.161780778092374,train,scaffold,123
A71EV2A-x4214b,2908bd7e63199081,COc1ccccc1S(=O)(=O)N1CCC[C@H](C(N)=O)C1,O=S(=O)(c1ccccc1)N1CCCCC1,5.161780778092374,train,scaffold,123
A71EV2A-x4237a,2a042ed13640df7c,NC(=O)[C@H]1CCCN(C(=O)[C@@H](Cc2ccc(F)cc2)c2ccccc2)C1,O=C([C@@H](Cc1ccccc1)c1ccccc1)N1CCCCC1,5.478592246479633,train,scaffold,123
A71EV2A-x4237b,2a042ed13640df7c,NC(=O)[C@H]1CCCN(C(=O)[C@@H](Cc2ccc(F)cc2)c2ccccc2)C1,O=C([C@@H](Cc1ccccc1)c1ccccc1)N1CCCCC1,5.478592246479633,train,scaffold,123
A71EV2A-x4237c,2a042ed13640df7c,NC(=O)[C@H]1CCCN(C(=O)[C@@H](Cc2ccc(F)cc2)c2ccccc2)C1,O=C([C@@H](Cc1ccccc1)c1ccccc1)N1CCCCC1,5.478592246479633,train,scaffold,123
A71EV2A-x4237d,2a042ed13640df7c,NC(=O)[C@H]1CCCN(C(=O)[C@@H](Cc2ccc(F)cc2)c2ccccc2)C1,O=C([C@@H](Cc1ccccc1)c1ccccc1)N1CCCCC1,5.478592246479633,train,scaffold,123
A71EV2A-x4239a,de96858af2f58275,COc1cccc(Cl)c1CC(=O)N1C[C@H](C(N)=O)[C@H]2CCC[C@H]21,O=C(Cc1ccccc1)N1CC[C@H]2CCC[C@H]21,4.819608655063361,validation,scaffold,123
A71EV2A-x4260a,4041327c4a264834,NC(=O)[C@H]1CCCN(C(=O)[C@H]2CCOc3ccc(Cl)cc32)C1,O=C([C@H]1CCOc2ccccc21)N1CCCCC1,5.28547334915742,train,scaffold,123
A71EV2A-x4274a,8846489d880c1877,COc1cccnc1CN1CCC[C@H](C(N)=O)C1,c1ccc(CN2CCCCC2)nc1,5.576653344896242,train,scaffold,123
A71EV2A-x4274b,8846489d880c1877,COc1cccnc1CN1CCC[C@H](C(N)=O)C1,c1ccc(CN2CCCCC2)nc1,5.576653344896242,train,scaffold,123
A71EV2A-x4283a,d6092b98cda18ea7,COc1cccnc1CC(=O)N1CCC[C@H](C(N)=O)C1,O=C(Cc1ccccn1)N1CCCCC1,4.648165195719463,train,scaffold,123
A71EV2A-x4283b,d6092b98cda18ea7,COc1cccnc1CC(=O)N1CCC[C@H](C(N)=O)C1,O=C(Cc1ccccn1)N1CCCCC1,4.648165195719463,train,scaffold,123
A71EV2A-x4386a,eea0e4843aa0c232,CSc1ccccc1CC(=O)N1CCC[C@H](C(N)=O)C1,O=C(Cc1ccccc1)N1CCCCC1,5.393063563669464,test,scaffold,123
A71EV2A-x4388a,1907738be0e8545c,COc1ncc(Br)cc1CC(=O)N1CCC[C@H](C(N)=O)C1,O=C(Cc1cccnc1)N1CCCCC1,4.832067775571805,train,scaffold,123
A71EV2A-x4402a,7429515cd4091f89,Cc1cccc(N2CCCN(CCC(N)=O)C2=O)c1,O=C1NCCCN1c1ccccc1,4.9115465169214945,train,scaffold,123
A71EV2A-x4403a,e3b322d6d3a5f0c1,NC(=O)[C@H]1CCCN(C(=O)Cc2ccccc2CS(N)(=O)=O)C1,O=C(Cc1ccccc1)N1CCCCC1,4.135380979941972,test,scaffold,123
A71EV2A-x4406a,5d60b8eeb5db7f03,COc1ccccc1[C@H](O)CN1C[C@@H](C(N)=O)CCC1=O,O=C1CCCCN1CCc1ccccc1,5.212129340035951,train,scaffold,123
A71EV2A-x4409a,bfcb37d5dc6d9fe1,NC(=O)[C@H]1CCC(=O)N(C[C@H]2CCOc3ccccc32)C1,O=C1CCCCN1C[C@H]1CCOc2ccccc21,4.620443689892642,train,scaffold,123
A71EV2A-x4416a,f87c6c41659133ae,NC(=O)[C@H]1CCCN(C(=O)[C@]2(Cc3ccc(F)cc3)CCCCO2)C1,O=C(N1CCCCC1)[C@]1(Cc2ccccc2)CCCCO1,4.609064892896621,train,scaffold,123
A71EV2A-x4418a,20b1c2efbde48a31,COc1ncccc1NC(=O)N1CC[C@H](C(N)=O)C1,O=C(Nc1cccnc1)N1CCCC1,4.618016608302379,validation,scaffold,123
A71EV2A-x4426a,b9bac7abb30b3092,C#C[C@H](NCCc1cocn1)c1nn(C)c2ccccc12,c1ccc2c(CNCCc3cocn3)n[nH]c2c1,4.716801953096995,validation,scaffold,123
A71EV2A-x4429a,d33109ce3ffbbefd,COc1ccc(C(F)(F)F)cc1NC(=O)N1CCC[C@H](C(N)=O)C1,O=C(Nc1ccccc1)N1CCCCC1,4.069229199277436,train,scaffold,123
A71EV2A-x4431a,cdc6cc8d70d6b19e,CSc1ccc(Br)cc1CC(=O)N1CCC[C@H](C(N)=O)C1,O=C(Cc1ccccc1)N1CCCCC1,6.504803930407411,test,scaffold,123
A71EV2A-x4445a,c45442ac0150e524,COc1ccccc1[C@H](C)C(=O)N1CCC[C@H](C(N)=O)C1,O=C(Cc1ccccc1)N1CCCCC1,5.415903931859735,test,scaffold,123
A71EV2A-x4445b,c45442ac0150e524,COc1ccccc1[C@H](C)C(=O)N1CCC[C@H](C(N)=O)C1,O=C(Cc1ccccc1)N1CCCCC1,5.415903931859735,test,scaffold,123
A71EV2A-x4447a,326d046d570f7829,Cn1cnc2c(NC(=O)N3CCC[C@H](C(N)=O)C3)cccc21,O=C(Nc1cccc2[nH]cnc12)N1CCCCC1,5.398637148380375,validation,scaffold,123
A71EV2A-x4447b,326d046d570f7829,Cn1cnc2c(NC(=O)N3CCC[C@H](C(N)=O)C3)cccc21,O=C(Nc1cccc2[nH]cnc12)N1CCCCC1,5.398637148380375,validation,scaffold,123
A71EV2A-x4449a,2f430e43c57597b4,COc1ccccc1[C@H](NC(C)=O)C(=O)N1CCC[C@H](C(N)=O)C1,O=C(Cc1ccccc1)N1CCCCC1,5.238439218136987,test,scaffold,123
A71EV2A-x4449b,2f430e43c57597b4,COc1ccccc1[C@H](NC(C)=O)C(=O)N1CCC[C@H](C(N)=O)C1,O=C(Cc1ccccc1)N1CCCCC1,5.238439218136987,test,scaffold,123
A71EV2A-x4451a,df19685ba471c4b0,NC(=O)[C@H]1CCCN(C(=O)[C@H](c2ccccc2)n2cccn2)C1,O=C([C@H](c1ccccc1)n1cccn1)N1CCCCC1,4.869666231504994,train,scaffold,123
A71EV2A-x4451b,df19685ba471c4b0,NC(=O)[C@H]1CCCN(C(=O)[C@H](c2ccccc2)n2cccn2)C1,O=C([C@H](c1ccccc1)n1cccn1)N1CCCCC1,4.869666231504994,train,scaffold,123
A71EV2A-x4456a,328885d87dd1a309,NC(=O)[C@H]1CCCN(C(=O)[C@@H]2CCc3cccc(O)c32)C1,O=C([C@@H]1CCc2ccccc21)N1CCCCC1,5.148337017678052,train,scaffold,123
A71EV2A-x4456b,328885d87dd1a309,NC(=O)[C@H]1CCCN(C(=O)[C@@H]2CCc3cccc(O)c32)C1,O=C([C@@H]1CCc2ccccc21)N1CCCCC1,5.148337017678052,train,scaffold,123
A71EV2A-x4461a,8c7669995ef3729e,NC(=O)[C@H]1CCCN(C(=O)Cc2ccncc2Cl)C1,O=C(Cc1ccncc1)N1CCCCC1,5.18523404082538,validation,scaffold,123
A71EV2A-x4463a,f811f95924d5b059,NC(=O)[C@H]1CCCN(C(=O)Cc2cccc3nsnc23)C1,O=C(Cc1cccc2nsnc12)N1CCCCC1,4.492392502728005,train,scaffold,123
A71EV2A-x4464a,02dd1f06d459c2fb,Cc1ncnc(C)c1CC(=O)N1CCC[C@H](C(N)=O)C1,O=C(Cc1cncnc1)N1CCCCC1,3.654064344980796,train,scaffold,123
A71EV2A-x4472a,af10c4fe94b160bf,NC(=O)[C@H]1CCCN(C(=O)[C@H]2CCc3snnc32)C1,O=C([C@H]1CCc2snnc21)N1CCCCC1,4.667561540084395,test,scaffold,123
A71EV2A-x4476a,f25ed8ad11ccd1c9,COc1ccccc1CC(=O)N1C[C@]2(C(N)=O)CC[C@H]1C2,O=C(Cc1ccccc1)N1CC2CC[C@H]1C2,4.6216971581255635,train,scaffold,123
A71EV2A-x4510a,81b7f515cba1e602,C[C@H](C(=O)N1CCC[C@H](C(N)=O)C1)c1cn(C)nc1C(F)(F)F,O=C(Cc1cn[nH]c1)N1CCCCC1,4.462842099070634,train,scaffold,123
A71EV2A-x4514a,7634b3098a676cdb,NC(=O)[C@H]1CCCN(C(=O)C2(c3ccoc3)CCC2)C1,O=C(N1CCCCC1)C1(c2ccoc2)CCC1,4.618930913825583,train,scaffold,123
A71EV2A-x4519a,6ecdc1ff9fa11920,NC(=O)[C@H]1CCCN(C(=O)Cc2ncc3ccc(Br)cn23)C1,O=C(Cc1ncc2ccccn12)N1CCCCC1,4.424218724311264,validation,scaffold,123
A71EV2A-x4519b,6ecdc1ff9fa11920,NC(=O)[C@H]1CCCN(C(=O)Cc2ncc3ccc(Br)cn23)C1,O=C(Cc1ncc2ccccn12)N1CCCCC1,4.424218724311264,validation,scaffold,123
A71EV2A-x4524a,b8aaa3e6ccec636d,COc1cccc(NC(=O)N2CCC[C@H](C(N)=O)C2)c1Cl,O=C(Nc1ccccc1)N1CCCCC1,4.612661045864782,train,scaffold,123
A71EV2A-x4540a,3b5d8f6bfe5b3639,NC(=O)[C@H]1CCCN(C(=O)Cn2cc(Br)cc(Cl)c2=O)C1,O=C(Cn1ccccc1=O)N1CCCCC1,3.7253509633996433,train,scaffold,123
A71EV2A-x4547a,27d1e2c1d73a8b05,Cn1nc(CN2C[C@H](C(N)=O)CCC2=O)c2ccccc21,O=C1CCCCN1Cc1n[nH]c2ccccc12,5.116903441948165,train,scaffold,123
A71EV2A-x4554a,68e527a3d32c97df,COc1cccc(SC)c1NC(=O)N1CCC[C@H](C(N)=O)C1,O=C(Nc1ccccc1)N1CCCCC1,5.161195917717353,train,scaffold,123
A71EV2A-x4571a,81b7f515cba1e602,C[C@H](C(=O)N1CCC[C@H](C(N)=O)C1)c1cn(C)nc1C(F)(F)F,O=C(Cc1cn[nH]c1)N1CCCCC1,4.462842099070634,train,scaffold,123
A71EV2A-x4575a,7634b3098a676cdb,NC(=O)[C@H]1CCCN(C(=O)C2(c3ccoc3)CCC2)C1,O=C(N1CCCCC1)C1(c2ccoc2)CCC1,4.618930913825583,train,scaffold,123
A71EV2A-x4580a,6ecdc1ff9fa11920,NC(=O)[C@H]1CCCN(C(=O)Cc2ncc3ccc(Br)cn23)C1,O=C(Cc1ncc2ccccn12)N1CCCCC1,4.424218724311264,validation,scaffold,123
A71EV2A-x4580b,6ecdc1ff9fa11920,NC(=O)[C@H]1CCCN(C(=O)Cc2ncc3ccc(Br)cn23)C1,O=C(Cc1ncc2ccccn12)N1CCCCC1,4.424218724311264,validation,scaffold,123
A71EV2A-x4583a,83ec6abb91dc7519,CN1c2ccccc2C[C@@H]1C(=O)N1CCC[C@H](C(N)=O)C1,O=C([C@H]1Cc2ccccc2N1)N1CCCCC1,4.598941671349912,train,scaffold,123
A71EV2A-x4583b,83ec6abb91dc7519,CN1c2ccccc2C[C@@H]1C(=O)N1CCC[C@H](C(N)=O)C1,O=C([C@H]1Cc2ccccc2N1)N1CCCCC1,4.598941671349912,train,scaffold,123
A71EV2A-x4596a,b659add1e7ade706,NC(=O)[C@H]1CCC(=O)N(Cc2ccc3cc[nH]c3c2)C1,O=C1CCCCN1Cc1ccc2cc[nH]c2c1,4.611743840379951,validation,scaffold,123
A71EV2A-x4596b,b659add1e7ade706,NC(=O)[C@H]1CCC(=O)N(Cc2ccc3cc[nH]c3c2)C1,O=C1CCCCN1Cc1ccc2cc[nH]c2c1,4.611743840379951,validation,scaffold,123
A71EV2A-x4606a,8a235b2ffd7e0fbc,NC(=O)[C@H]1CCCN(C(=O)[C@@H]2SCc3cccnc32)C1,O=C([C@@H]1SCc2cccnc21)N1CCCCC1,4.60382166833978,train,scaffold,123
A71EV2A-x4606b,8a235b2ffd7e0fbc,NC(=O)[C@H]1CCCN(C(=O)[C@@H]2SCc3cccnc32)C1,O=C([C@@H]1SCc2cccnc21)N1CCCCC1,4.60382166833978,train,scaffold,123
A71EV2A-x4608a,4c5f4c9caa35ecb7,Cn1cc2c(n1)CCC[C@@H]2C(=O)N1CCC[C@H](C(N)=O)C1,O=C([C@H]1CCCc2n[nH]cc21)N1CCCCC1,3.7495909235288316,validation,scaffold,123
A71EV2A-x4654a,252e8c55addb4b1f,NC(=O)[C@H]1CCCN(C(=O)Nc2cccc3c2S(=O)(=O)CCC3)C1,O=C(Nc1cccc2c1S(=O)(=O)CCC2)N1CCCCC1,4.616184634019569,test,scaffold,123
A71EV2A-x4656a,5daa0f8d3f434bd8,NC(=O)[C@H]1CCCN(C(=O)Nc2ccccc2SC(F)F)C1,O=C(Nc1ccccc1)N1CCCCC1,4.325140144305149,train,scaffold,123
A71EV2A-x4661a,5a2acc7aabbbffbe,COc1ccccc1[C@H](C)N1C[C@@H](C(N)=O)CCC1=O,O=C1CCCCN1Cc1ccccc1,5.565980102355844,train,scaffold,123
A71EV2A-x4669a,284fb4ae8152422d,NC(=O)[C@H]1CCCN(C(=O)Cc2cc3c(cc2Cl)OCCO3)C1,O=C(Cc1ccc2c(c1)OCCO2)N1CCCCC1,4.037176387439713,train,scaffold,123
A71EV2A-x4669b,284fb4ae8152422d,NC(=O)[C@H]1CCCN(C(=O)Cc2cc3c(cc2Cl)OCCO3)C1,O=C(Cc1ccc2c(c1)OCCO2)N1CCCCC1,4.037176387439713,train,scaffold,123
A71EV2A-x4670a,ae93e4a11f3e1688,CSc1cccc(Br)c1CC(=O)N1CCC[C@H](C(N)=O)C1,O=C(Cc1ccccc1)N1CCCCC1,5.23959580735841,test,scaffold,123
A71EV2A-x4674a,64b629f5a66f5529,NC(=O)[C@H]1CCCN(C(=O)Nc2cccc3c2SCCC3)C1,O=C(Nc1cccc2c1SCCC2)N1CCCCC1,4.5141394746468695,validation,scaffold,123
A71EV2A-x4674b,64b629f5a66f5529,NC(=O)[C@H]1CCCN(C(=O)Nc2cccc3c2SCCC3)C1,O=C(Nc1cccc2c1SCCC2)N1CCCCC1,4.5141394746468695,validation,scaffold,123
A71EV2A-x4674c,64b629f5a66f5529,NC(=O)[C@H]1CCCN(C(=O)Nc2cccc3c2SCCC3)C1,O=C(Nc1cccc2c1SCCC2)N1CCCCC1,4.5141394746468695,validation,scaffold,123
A71EV2A-x4675a,3bbdec6dd0fd0506,CS(=O)(=O)c1ccccc1CC(=O)N1CCC[C@H](C(N)=O)C1,O=C(Cc1ccccc1)N1CCCCC1,4.018181392829336,test,scaffold,123
A71EV2A-x4684a,de734a87c6cf6b31,CSc1ccccc1N(C)C(=O)N1CC[C@H](C(N)=O)C1,O=C(Nc1ccccc1)N1CCCC1,4.640164517660112,train,scaffold,123
A71EV2A-x4689a,f1bd966dd0fc3e0f,CSc1cnccc1CC(=O)N1CCC[C@H](C(N)=O)C1,O=C(Cc1ccncc1)N1CCCCC1,4.407893372233542,validation,scaffold,123
A71EV2A-x4694a,8f31dfd851cab16d,CSc1ccccc1CN1C[C@H](C(N)=O)CCC1=O,O=C1CCCCN1Cc1ccccc1,4.6439741428068775,train,scaffold,123
A71EV2A-x4701a,25c2308c6de71c1a,CSCC1(CC(=O)N2CCC[C@H](C(N)=O)C2)CC1,O=C(CC1CC1)N1CCCCC1,4.0270354434741735,train,scaffold,123
A71EV2A-x4703a,93c78a64fbcfeeac,CSc1cn(C)nc1NC(=O)N1CCC[C@H](C(N)=O)C1,O=C(Nc1cc[nH]n1)N1CCCCC1,3.761033004441306,train,scaffold,123
A71EV2A-x4706a,683fb1336e56fe3c,NC(=O)[C@H]1CCCN(C(=O)C2CCSCC2)C1,O=C(C1CCSCC1)N1CCCCC1,4.603800652904264,train,scaffold,123
A71EV2A-x4707a,31f068247b43d2dd,NC(=O)[C@H]1CCCN(C(=O)CC2CSC2)C1,O=C(CC1CSC1)N1CCCCC1,4.607306606035202,train,scaffold,123
A71EV2A-x4708a,753e438d0480476e,NC(=O)[C@H]1CCCN(C(=O)C2(O)CCSCC2)C1,O=C(C1CCSCC1)N1CCCCC1,4.388276691992658,train,scaffold,123
A71EV2A-x4710a,6137aabf041dc07a,CSc1cccc(CN2C[C@H](C(N)=O)CCC2=O)c1,O=C1CCCCN1Cc1ccccc1,4.610891805164698,train,scaffold,123
A71EV2A-x4712a,87272f412801f712,CSc1ccccc1N(C)C(=O)N1CCC[C@H](C(N)=O)C1,O=C(Nc1ccccc1)N1CCCCC1,4.601955140820748,train,scaffold,123
A71EV2A-x4721a,f275c775bd8f28e0,CSc1ccccc1CC(=O)N1CCNC(=O)C1,O=C1CN(C(=O)Cc2ccccc2)CCN1,4.006123085058789,train,scaffold,123
A71EV2A-x4724a,a79ac70bf220ccf2,CSc1ccccc1CC(=O)N1CCC(F)(F)[C@H](C(N)=O)C1,O=C(Cc1ccccc1)N1CCCCC1,4.92096962924201,test,scaffold,123
A71EV2A-x4727a,232817c94ed70a69,CSc1c(NC(=O)N2CCC[C@H](C(N)=O)C2)c(C)nn1C,O=C(Nc1cn[nH]c1)N1CCCCC1,4.6073172842698655,train,scaffold,123
A71EV2A-x4735a,5a2dd330221a77b5,CSc1ccccc1CC(=O)N1CCC[C@@H]1c1cnc[nH]1,O=C(Cc1ccccc1)N1CCC[C@@H]1c1cnc[nH]1,4.853871964321762,train,scaffold,123
A71EV2A-x4736a,48cc85db8adf47cb,CSC[C@@H]1C[C@@H]1C(=O)N1CCC[C@H](C(N)=O)C1,O=C(C1CC1)N1CCCCC1,4.808721339045607,train,scaffold,123
A71EV2A-x4739a,7552a7254278a547,CSc1ccccc1CC(=O)N1CC[C@@H]2[C@H](C1)[C@H]2C(N)=O,O=C(Cc1ccccc1)N1CC[C@H]2C[C@H]2C1,4.558200508454535,train,scaffold,123
A71EV2A-x4745a,2d82d6b98b36fbee,CSc1ccccc1CC(=O)N1CCC[C@H](S(N)(=O)=O)C1,O=C(Cc1ccccc1)N1CCCCC1,4.603800652904264,test,scaffold,123
A71EV2A-x4746a,0256d52d0bccaff9,CSc1ccccc1CC(=O)N1CCC[C@H](C(F)F)C1,O=C(Cc1ccccc1)N1CCCCC1,3.883316455303125,test,scaffold,123
A71EV2A-x4751a,eea404b0012b35b8,CSc1ccccc1CC(=O)N1CCC[C@H](CF)C1,O=C(Cc1ccccc1)N1CCCCC1,4.015189894778023,test,scaffold,123
A71EV2A-x4753a,057feb6f215fc03e,CSc1ccccc1CC(=O)N1CCC[C@](F)(C(N)=O)C1,O=C(Cc1ccccc1)N1CCCCC1,3.8397825513691886,test,scaffold,123
A71EV2A-x4774a,2ac5089ca8183d7d,CSc1nccnc1CC(=O)N1CCC[C@H](C(N)=O)C1,O=C(Cc1cnccn1)N1CCCCC1,4.781195179900988,train,scaffold,123
A71EV2A-x4778a,854abaa24f61432a,COc1ccc(C(F)(F)F)cc1CC(=O)N1CCS[C@H](C(N)=O)C1,O=C(Cc1ccccc1)N1CCSCC1,4.828494707777949,validation,scaffold,123
A71EV2A-x4791a,ff370aacbf854ad9,CSc1ccccc1CC(=O)N1CCC[C@H]2C(=O)NC[C@H]21,O=C1NC[C@@H]2[C@H]1CCCN2C(=O)Cc1ccccc1,4.035167674220528,validation,scaffold,123
A71EV2A-x4794a,3304f6f73387e01f,CSc1ccccc1CC(=O)N1CCC[C@H](O)C1,O=C(Cc1ccccc1)N1CCCCC1,4.0254883072626715,test,scaffold,123
A71EV2A-x4809a,d766d7873f6d4949,CSc1ccccc1CC(=O)N1CCC[C@H](CCO)C1,O=C(Cc1ccccc1)N1CCCCC1,3.7794804346789226,test,scaffold,123
A71EV2A-x4812a,80ad35cdc9cc1377,CSc1cncnc1CC(=O)N1CCC[C@H](C(N)=O)C1,O=C(Cc1ccncn1)N1CCCCC1,4.176969771296364,train,scaffold,123
A71EV2A-x4824a,e2430604325a225a,CSc1ccccc1OC(=O)N1CCC[C@H](C(N)=O)C1,O=C(Oc1ccccc1)N1CCCCC1,5.8268386347140675,train,scaffold,123
A71EV2A-x4824b,e2430604325a225a,CSc1ccccc1OC(=O)N1CCC[C@H](C(N)=O)C1,O=C(Oc1ccccc1)N1CCCCC1,5.8268386347140675,train,scaffold,123
A71EV2A-x4826a,f087ef2dd2c0b6b0,CSc1ccncc1NC(=O)N1CCC[C@H](C(N)=O)C1,O=C(Nc1cccnc1)N1CCCCC1,5.452530294347775,train,scaffold,123
A71EV2A-x4826b,f087ef2dd2c0b6b0,CSc1ccncc1NC(=O)N1CCC[C@H](C(N)=O)C1,O=C(Nc1cccnc1)N1CCCCC1,5.452530294347775,train,scaffold,123
A71EV2A-x4827a,120eeb24e5c4cf97,CSc1ccncc1CC(=O)N1CCC[C@H](C(N)=O)C1,O=C(Cc1cccnc1)N1CCCCC1,5.534026193176526,train,scaffold,123
A71EV2A-x4827b,120eeb24e5c4cf97,CSc1ccncc1CC(=O)N1CCC[C@H](C(N)=O)C1,O=C(Cc1cccnc1)N1CCCCC1,5.534026193176526,train,scaffold,123
A71EV2A-x4829a,aec917c9f9a9d664,COc1ccc(Cl)cc1OC(=O)N1CCC[C@H](C(N)=O)C1,O=C(Oc1ccccc1)N1CCCCC1,5.262803072736122,train,scaffold,123
A71EV2A-x4829b,aec917c9f9a9d664,COc1ccc(Cl)cc1OC(=O)N1CCC[C@H](C(N)=O)C1,O=C(Oc1ccccc1)N1CCCCC1,5.262803072736122,train,scaffold,123
A71EV2A-x4840a,c9deb13f058a34db,NC(=O)c1ccccc1CC(=O)N1CCC[C@H](C(N)=O)C1,O=C(Cc1ccccc1)N1CCCCC1,3.660111973943557,test,scaffold,123
A71EV2A-x4843a,a49bca507467749a,COc1ccc(C(F)(F)F)cc1N(C)C(=O)N1CCC[C@H](C(N)=O)C1,O=C(Nc1ccccc1)N1CCCCC1,4.561127532480804,train,scaffold,123
A71EV2A-x4845a,edb679cb048ffe9e,COc1cc(Br)c(CC(=O)N2CCC[C@H](C(N)=O)C2)cc1OC,O=C(Cc1ccccc1)N1CCCCC1,3.7202298309212716,test,scaffold,123
A71EV2A-x4851a,ed81306aa4d528e3,CSc1c(F)cccc1NC(=O)N1CCC[C@H](C(N)=O)C1,O=C(Nc1ccccc1)N1CCCCC1,4.319967775442991,train,scaffold,123
