complex_name,compound_group,official_compound_group_id,metadata_smiles,benchmark_smiles,canonical_smiles,scaffold,experimental_pKD,fragment_screen,pb_valid_ref,source_ligand_ref_sdf,source_ligand_ref_sdf_sha256,ligand_pdb,ligand_pdb_sha256,atom_count,heavy_atom_count,formal_charge,maximum_coordinate_difference_angstrom
A71EV2A-x4283a,x4283a_x4283b,d6092b98cda18ea7,COc1cccnc1CC(=O)N1CCC[C@H](C(N)=O)C1,COc1cccnc1CC(=O)N1CCC[C@H](C(N)=O)C1 |a:15|,COc1cccnc1CC(=O)N1CCC[C@H](C(N)=O)C1,O=C(Cc1ccccn1)N1CCCCC1,4.648165195719463,False,True,structures/x4283a_x4283b/A71EV2A-x4283a/A71EV2A-x4283a_ligand_ref.sdf,9b014bde40bf7183cc4ce06f97a803c0640535307cdfcbe320fb697913831c0f,raw/A71EV2A-x4283a.pdb,650a84c9049e961e7c32db8af40d56f4e07e66e15e34ec201cdbb418b696b580,20,20,0,0.0
A71EV2A-x4283b,x4283a_x4283b,d6092b98cda18ea7,COc1cccnc1CC(=O)N1CCC[C@H](C(N)=O)C1,COc1cccnc1CC(=O)N1CCC[C@H](C(N)=O)C1 |a:15|,COc1cccnc1CC(=O)N1CCC[C@H](C(N)=O)C1,O=C(Cc1ccccn1)N1CCCCC1,4.648165195719463,False,True,structures/x4283a_x4283b/A71EV2A-x4283b/A71EV2A-x4283b_ligand_ref.sdf,498ef6f7509d978b34214e27872f8a78af42caa6c4b46e881fa1f619528d2567,raw/A71EV2A-x4283b.pdb,f179a075701030c8051eecc35bade809fd0afd6f3ad70a74fe2b71a1a2bf6244,20,20,0,0.0
A71EV2A-x4386a,x4386a,eea0e4843aa0c232,CSc1ccccc1CC(=O)N1CCC[C@H](C(N)=O)C1,CSc1ccccc1CC(=O)N1CCC[C@H](C(N)=O)C1 |a:15|,CSc1ccccc1CC(=O)N1CCC[C@H](C(N)=O)C1,O=C(Cc1ccccc1)N1CCCCC1,5.393063563669464,False,True,structures/x4386a/A71EV2A-x4386a/A71EV2A-x4386a_ligand_ref.sdf,7b2e0398f4a248bc90248261434ff612cadfe2fc7da262315f82f3f99b29dd4b,raw/A71EV2A-x4386a.pdb,9976829fcbc55398e65ec4ddc82a018e5ee7379b3fba0cc942456db10040bbdb,20,20,0,0.0
A71EV2A-x4388a,x4388a,1907738be0e8545c,COc1ncc(Br)cc1CC(=O)N1CCC[C@H](C(N)=O)C1,COc1ncc(Br)cc1CC(=O)N1CCC[C@H](C(N)=O)C1 |a:16|,COc1ncc(Br)cc1CC(=O)N1CCC[C@H](C(N)=O)C1,O=C(Cc1cccnc1)N1CCCCC1,4.832067775571805,False,True,structures/x4388a/A71EV2A-x4388a/A71EV2A-x4388a_ligand_ref.sdf,f0a64f457cd13928ac0748d47666d9f1631b238296e42e6d10e126feac6cf387,raw/A71EV2A-x4388a.pdb,6a92e958bf882b97c31a7a772773522c088ed82521ca06e1e3d8fdf290383f7a,21,21,0,0.0
A71EV2A-x4402a,x4402a,7429515cd4091f89,Cc1cccc(N2CCCN(CCC(N)=O)C2=O)c1,Cc1cccc(N2CCCN(CCC(N)=O)C2=O)c1,Cc1cccc(N2CCCN(CCC(N)=O)C2=O)c1,O=C1NCCCN1c1ccccc1,4.9115465169214945,False,True,structures/x4402a/A71EV2A-x4402a/A71EV2A-x4402a_ligand_ref.sdf,2e4ebcf321ca3a959c3ddaa5ecd6441956d9d882fc0544115248b8673749378d,raw/A71EV2A-x4402a.pdb,132b8a935c079e66a33a6cc5185c13e3ab3207bcebf9f270bb821659d26ecbbf,19,19,0,0.0
A71EV2A-x4403a,x4403a,e3b322d6d3a5f0c1,NC(=O)[C@H]1CCCN(C(=O)Cc2ccccc2CS(N)(=O)=O)C1,NC(=O)[C@H]1CCCN(C(=O)Cc2ccccc2CS(N)(=O)=O)C1 |a:3|,NC(=O)[C@H]1CCCN(C(=O)Cc2ccccc2CS(N)(=O)=O)C1,O=C(Cc1ccccc1)N1CCCCC1,4.135380979941972,False,True,structures/x4403a/A71EV2A-x4403a/A71EV2A-x4403a_ligand_ref.sdf,9ed29142c6889abe0cf30827b103daf4e0c526f7dd95d7f6201c76ed6b135ad9,raw/A71EV2A-x4403a.pdb,1e414731a57ebf4c715de7fb3c05892fa1254520003384b5ddb7d1d952f6acde,23,23,0,0.0
A71EV2A-x4406a,x4406a,5d60b8eeb5db7f03,COc1ccccc1[C@H](O)CN1C[C@@H](C(N)=O)CCC1=O,"COc1ccccc1[C@H](O)CN1C[C@H](C(N)=O)CCC1=O |&1:8,&2:13|",COc1ccccc1[C@H](O)CN1C[C@@H](C(N)=O)CCC1=O,O=C1CCCCN1CCc1ccccc1,5.212129340035951,False,True,structures/x4406a/A71EV2A-x4406a/A71EV2A-x4406a_ligand_ref.sdf,254d1c17315295ae495ca96d71be2c946926a21e7db7565fc51f12ea2db83ca3,raw/A71EV2A-x4406a.pdb,5629ba9eac256f7190a64d22f9d9e8836a4e328287b8919b48af1f78cc6fa55d,21,21,0,0.0
A71EV2A-x4409a,x4409a,bfcb37d5dc6d9fe1,NC(=O)[C@H]1CCC(=O)N(C[C@H]2CCOc3ccccc32)C1,"NC(=O)[C@H]1CCC(=O)N(C[C@H]2CCOc3ccccc32)C1 |&1:3,&2:10|",NC(=O)[C@H]1CCC(=O)N(C[C@H]2CCOc3ccccc32)C1,O=C1CCCCN1C[C@H]1CCOc2ccccc21,4.620443689892642,False,True,structures/x4409a/A71EV2A-x4409a/A71EV2A-x4409a_ligand_ref.sdf,ecc99bbf8be99fcdbe1dbabfbf3e64b2a9cae8d292d4fb47bc3603a81c54ca58,raw/A71EV2A-x4409a.pdb,5e1e2034b8494c65c1e32b56b024ed03a22b9d3d1f0bea88e77c99a848002414,21,21,0,0.0
A71EV2A-x4416a,x4416a,f87c6c41659133ae,NC(=O)[C@H]1CCCN(C(=O)[C@]2(Cc3ccc(F)cc3)CCCCO2)C1,"NC(=O)[C@H]1CCCN(C(=O)[C@]2(Cc3ccc(F)cc3)CCCCO2)C1 |&1:3,&2:10|",NC(=O)[C@H]1CCCN(C(=O)[C@]2(Cc3ccc(F)cc3)CCCCO2)C1,O=C(N1CCCCC1)[C@]1(Cc2ccccc2)CCCCO1,4.609064892896621,False,True,structures/x4416a/A71EV2A-x4416a/A71EV2A-x4416a_ligand_ref.sdf,482e6f6ab1e871e6268c626fe74b558c02e575cd554bd59c8eed10b73a8ebeeb,raw/A71EV2A-x4416a.pdb,5976d9d28897fc8e9090ed72f2ad3417b57250c4ade8cdbaa31ab00d1ea4c38d,25,25,0,0.0
A71EV2A-x4418a,x4418a,20b1c2efbde48a31,COc1ncccc1NC(=O)N1CC[C@H](C(N)=O)C1,COc1ncccc1NC(=O)N1CC[C@H](C(N)=O)C1 |a:14|,COc1ncccc1NC(=O)N1CC[C@H](C(N)=O)C1,O=C(Nc1cccnc1)N1CCCC1,4.618016608302379,False,True,structures/x4418a/A71EV2A-x4418a/A71EV2A-x4418a_ligand_ref.sdf,a809ef87aea9a71d5dcd83f19408b4784f1cb3aee050fbfa6466b2e511902412,raw/A71EV2A-x4418a.pdb,e0c2002b177491f5db3f60e77469f4ab436731b1aef06744c2a5a234cec287a3,19,19,0,0.0
A71EV2A-x4426a,x4426a,b9bac7abb30b3092,C#C[C@H](NCCc1cocn1)c1nn(C)c2ccccc12,C#C[C@H](NCCc1cocn1)c1nn(C)c2ccccc12 |&1:2|,C#C[C@H](NCCc1cocn1)c1nn(C)c2ccccc12,c1ccc2c(CNCCc3cocn3)n[nH]c2c1,4.716801953096995,False,True,structures/x4426a/A71EV2A-x4426a/A71EV2A-x4426a_ligand_ref.sdf,36baca444e8124a9afe8a576ab8d189afe2f7c3cfa515cc8242ec19af8a86662,raw/A71EV2A-x4426a.pdb,a988347020571ab392ce37ccc8d9e1b752b9c733ef6ef6ef4e63217644eee712,21,21,0,0.0
A71EV2A-x4429a,x4429a,d33109ce3ffbbefd,COc1ccc(C(F)(F)F)cc1NC(=O)N1CCC[C@H](C(N)=O)C1,COc1ccc(C(F)(F)F)cc1NC(=O)N1CCC[C@H](C(N)=O)C1 |a:19|,COc1ccc(C(F)(F)F)cc1NC(=O)N1CCC[C@H](C(N)=O)C1,O=C(Nc1ccccc1)N1CCCCC1,4.069229199277436,False,True,structures/x4429a/A71EV2A-x4429a/A71EV2A-x4429a_ligand_ref.sdf,beeaa50f3f5a09be40df21ced9ff547a015da514a661622aa0a5be5a4c5eeab3,raw/A71EV2A-x4429a.pdb,642208e24ebb87f60b17c8814a74deb3a5c2099f0dede7936fba0ebc4906547b,24,24,0,0.0
A71EV2A-x4431a,x4431a,cdc6cc8d70d6b19e,CSc1ccc(Br)cc1CC(=O)N1CCC[C@H](C(N)=O)C1,CSc1ccc(Br)cc1CC(=O)N1CCC[C@H](C(N)=O)C1 |a:16|,CSc1ccc(Br)cc1CC(=O)N1CCC[C@H](C(N)=O)C1,O=C(Cc1ccccc1)N1CCCCC1,6.504803930407411,False,True,structures/x4431a/A71EV2A-x4431a/A71EV2A-x4431a_ligand_ref.sdf,cc13d0a8acb4afba383ce394d7f466531e36ce5ec7f2dfabbb4a68d6d85e9c7d,raw/A71EV2A-x4431a.pdb,6a5d1fc4f172a3af5cea38af5c552a192e800d89a13757dbca9866822f77c997,21,21,0,0.0
A71EV2A-x4445a,x4445a_x4445b,c45442ac0150e524,COc1ccccc1[C@H](C)C(=O)N1CCC[C@H](C(N)=O)C1,COc1ccccc1[C@H](C)C(=O)N1CCC[C@H](C(N)=O)C1 |o1:8|,COc1ccccc1[C@H](C)C(=O)N1CCC[C@H](C(N)=O)C1,O=C(Cc1ccccc1)N1CCCCC1,5.415903931859735,False,True,structures/x4445a_x4445b/A71EV2A-x4445a/A71EV2A-x4445a_ligand_ref.sdf,69975301a9bb1c5a318899fd5aa86389b36c8a53e0a26937a2d7b51615f336a9,raw/A71EV2A-x4445a.pdb,841a412765266b179b49f4d9058d4a106c1d78df295aa37845d35e7eb86dbd69,21,21,0,0.0
A71EV2A-x4445b,x4445a_x4445b,c45442ac0150e524,COc1ccccc1[C@H](C)C(=O)N1CCC[C@H](C(N)=O)C1,COc1ccccc1[C@H](C)C(=O)N1CCC[C@H](C(N)=O)C1 |o1:8|,COc1ccccc1[C@H](C)C(=O)N1CCC[C@H](C(N)=O)C1,O=C(Cc1ccccc1)N1CCCCC1,5.415903931859735,False,True,structures/x4445a_x4445b/A71EV2A-x4445b/A71EV2A-x4445b_ligand_ref.sdf,5ade3ee3e7344260855ba84f521a1f6bc744a6cdd55fe7e09665d69f3b87d88f,raw/A71EV2A-x4445b.pdb,29e150f374dbec0da330508a22affb13227faf7b2bc6f86cbca48f4fd07f0223,21,21,0,0.0
A71EV2A-x4447a,x4447a_x4447b,326d046d570f7829,Cn1cnc2c(NC(=O)N3CCC[C@H](C(N)=O)C3)cccc21,Cn1cnc2c(NC(=O)N3CCC[C@H](C(N)=O)C3)cccc21 |a:13|,Cn1cnc2c(NC(=O)N3CCC[C@H](C(N)=O)C3)cccc21,O=C(Nc1cccc2[nH]cnc12)N1CCCCC1,5.398637148380375,False,True,structures/x4447a_x4447b/A71EV2A-x4447a/A71EV2A-x4447a_ligand_ref.sdf,024b82e913f94deb99a2273ddf957de92f53f1921d8b6e75e211181f19af94ec,raw/A71EV2A-x4447a.pdb,72b1ba9d7c354973d1fe1332a59add4be20e870f1a8418102426d5871b49331f,22,22,0,0.0
A71EV2A-x4447b,x4447a_x4447b,326d046d570f7829,Cn1cnc2c(NC(=O)N3CCC[C@H](C(N)=O)C3)cccc21,Cn1cnc2c(NC(=O)N3CCC[C@H](C(N)=O)C3)cccc21 |a:13|,Cn1cnc2c(NC(=O)N3CCC[C@H](C(N)=O)C3)cccc21,O=C(Nc1cccc2[nH]cnc12)N1CCCCC1,5.398637148380375,False,True,structures/x4447a_x4447b/A71EV2A-x4447b/A71EV2A-x4447b_ligand_ref.sdf,184bc06cf699fc9abe83c0d5acab9d66d3cc9cf368987345db4c2c13d3604f41,raw/A71EV2A-x4447b.pdb,46adf177b56c71232a4b2f0b56b5a8efc494c6a8d47a295fc8ae266dab0c6210,22,22,0,0.0
A71EV2A-x4449a,x4449a_x4449b,2f430e43c57597b4,COc1ccccc1[C@H](NC(C)=O)C(=O)N1CCC[C@H](C(N)=O)C1,COc1ccccc1[C@H](NC(C)=O)C(=O)N1CCC[C@H](C(N)=O)C1 |o1:8|,COc1ccccc1[C@H](NC(C)=O)C(=O)N1CCC[C@H](C(N)=O)C1,O=C(Cc1ccccc1)N1CCCCC1,5.238439218136987,False,True,structures/x4449a_x4449b/A71EV2A-x4449a/A71EV2A-x4449a_ligand_ref.sdf,7defb6f45f37437a5e3cabf448ad6598945ffb0818b638d70c98407ab26c2176,raw/A71EV2A-x4449a.pdb,e40ddc17e7b41caff28ca035c569ea2d4648645fa355f50fa1fbf923321bcf74,24,24,0,0.0
A71EV2A-x4449b,x4449a_x4449b,2f430e43c57597b4,COc1ccccc1[C@H](NC(C)=O)C(=O)N1CCC[C@H](C(N)=O)C1,COc1ccccc1[C@H](NC(C)=O)C(=O)N1CCC[C@H](C(N)=O)C1 |o1:8|,COc1ccccc1[C@H](NC(C)=O)C(=O)N1CCC[C@H](C(N)=O)C1,O=C(Cc1ccccc1)N1CCCCC1,5.238439218136987,False,True,structures/x4449a_x4449b/A71EV2A-x4449b/A71EV2A-x4449b_ligand_ref.sdf,9f18391ac9a3617c528840445fb74ff93484dbe04f5792d1ffae9b50394af762,raw/A71EV2A-x4449b.pdb,80fda4fc5a3cc04a9164c460e61bbbdd6772aafbe07c8a39c1f1289146abeede,24,24,0,0.0
A71EV2A-x4451a,x4451a_x4451b,df19685ba471c4b0,NC(=O)[C@H]1CCCN(C(=O)[C@H](c2ccccc2)n2cccn2)C1,NC(=O)[C@H]1CCCN(C(=O)[C@H](c2ccccc2)n2cccn2)C1 |&1:10|,NC(=O)[C@H]1CCCN(C(=O)[C@H](c2ccccc2)n2cccn2)C1,O=C([C@H](c1ccccc1)n1cccn1)N1CCCCC1,4.869666231504994,False,True,structures/x4451a_x4451b/A71EV2A-x4451a/A71EV2A-x4451a_ligand_ref.sdf,9666d48d33265bf190bf664c336769f3ab86b17bd7ba228debd945b26ac1ef48,raw/A71EV2A-x4451a.pdb,05f6edd621b9e1d8ea9ba3e9b40af676073d0b9fc9b84531c9c4d28e9641f850,23,23,0,0.0
A71EV2A-x4451b,x4451a_x4451b,df19685ba471c4b0,NC(=O)[C@H]1CCCN(C(=O)[C@H](c2ccccc2)n2cccn2)C1,NC(=O)[C@H]1CCCN(C(=O)[C@H](c2ccccc2)n2cccn2)C1 |&1:10|,NC(=O)[C@H]1CCCN(C(=O)[C@H](c2ccccc2)n2cccn2)C1,O=C([C@H](c1ccccc1)n1cccn1)N1CCCCC1,4.869666231504994,False,True,structures/x4451a_x4451b/A71EV2A-x4451b/A71EV2A-x4451b_ligand_ref.sdf,2563e71d792d0be903ee6ad70856ff99a5ea0e35093bce7dad4cf8f72b58577e,raw/A71EV2A-x4451b.pdb,059928fc648c148b5e28c3adf8a1a26cf150b9cdeae08a17747e685fddb98b01,23,23,0,0.0
A71EV2A-x4456a,x4456a_x4456b,328885d87dd1a309,NC(=O)[C@H]1CCCN(C(=O)[C@@H]2CCc3cccc(O)c32)C1,NC(=O)[C@H]1CCCN(C(=O)[C@H]2CCc3cccc(O)c32)C1 |&1:10|,NC(=O)[C@H]1CCCN(C(=O)[C@@H]2CCc3cccc(O)c32)C1,O=C([C@@H]1CCc2ccccc21)N1CCCCC1,5.148337017678052,False,True,structures/x4456a_x4456b/A71EV2A-x4456a/A71EV2A-x4456a_ligand_ref.sdf,92e766053dbc77d70f90cbcedbe856a36396721463ed098a6a5153cfad98a240,raw/A71EV2A-x4456a.pdb,5a756c653eb2bc480f48f339ed08df7343345a6f76ff98142ac98c46aeb0c876,21,21,0,0.0
A71EV2A-x4456b,x4456a_x4456b,328885d87dd1a309,NC(=O)[C@H]1CCCN(C(=O)[C@@H]2CCc3cccc(O)c32)C1,NC(=O)[C@H]1CCCN(C(=O)[C@H]2CCc3cccc(O)c32)C1 |&1:10|,NC(=O)[C@H]1CCCN(C(=O)[C@@H]2CCc3cccc(O)c32)C1,O=C([C@@H]1CCc2ccccc21)N1CCCCC1,5.148337017678052,False,True,structures/x4456a_x4456b/A71EV2A-x4456b/A71EV2A-x4456b_ligand_ref.sdf,9e3fd4baafceda313332b7d1fd37d0aaf750edc9ab4404cab166b287270311ab,raw/A71EV2A-x4456b.pdb,63b850f61753d7f449106c3c4e101dbb7a0c673c0ece9bbf161f50a6057df68f,21,21,0,0.0
A71EV2A-x4461a,x4461a,8c7669995ef3729e,NC(=O)[C@H]1CCCN(C(=O)Cc2ccncc2Cl)C1,NC(=O)[C@H]1CCCN(C(=O)Cc2ccncc2Cl)C1 |a:3|,NC(=O)[C@H]1CCCN(C(=O)Cc2ccncc2Cl)C1,O=C(Cc1ccncc1)N1CCCCC1,5.18523404082538,False,True,structures/x4461a/A71EV2A-x4461a/A71EV2A-x4461a_ligand_ref.sdf,36560b06e64ae861aee9d5432ce27a2466f4fea415b35e5a165b7f6464e27bf8,raw/A71EV2A-x4461a.pdb,ea2a1433b5c702390a3fa84b8e1417b9e358eb51059b3054881fd927dd099c10,19,19,0,0.0
A71EV2A-x4463a,x4463a,f811f95924d5b059,NC(=O)[C@H]1CCCN(C(=O)Cc2cccc3nsnc23)C1,NC(=O)[C@H]1CCCN(C(=O)Cc2cccc3nsnc23)C1 |a:3|,NC(=O)[C@H]1CCCN(C(=O)Cc2cccc3nsnc23)C1,O=C(Cc1cccc2nsnc12)N1CCCCC1,4.492392502728005,False,True,structures/x4463a/A71EV2A-x4463a/A71EV2A-x4463a_ligand_ref.sdf,44c155bac25b921a14c3b1ede0544b280cf8f9ad7ff7ef6c5a028b25bec57e3d,raw/A71EV2A-x4463a.pdb,eec6d5c6656d38a8b9040d1aa99cb700194d3cc35b53033ce89629c18279f435,21,21,0,0.0
A71EV2A-x4464a,x4464a,02dd1f06d459c2fb,Cc1ncnc(C)c1CC(=O)N1CCC[C@H](C(N)=O)C1,Cc1ncnc(C)c1CC(=O)N1CCC[C@H](C(N)=O)C1 |a:15|,Cc1ncnc(C)c1CC(=O)N1CCC[C@H](C(N)=O)C1,O=C(Cc1cncnc1)N1CCCCC1,3.654064344980796,False,True,structures/x4464a/A71EV2A-x4464a/A71EV2A-x4464a_ligand_ref.sdf,08d1184c358ae1ab6de32018d9e77ef7db16c6efbb72db6b343deec9326d90f1,raw/A71EV2A-x4464a.pdb,33f44308b574d91ba8ac340aae78e1c868f357eeb612caa2855b812a97b6c0e0,20,20,0,0.0
A71EV2A-x4472a,x4472a,af10c4fe94b160bf,NC(=O)[C@H]1CCCN(C(=O)[C@H]2CCc3snnc32)C1,NC(=O)[C@H]1CCCN(C(=O)[C@H]2CCc3snnc32)C1 |&1:10|,NC(=O)[C@H]1CCCN(C(=O)[C@H]2CCc3snnc32)C1,O=C([C@H]1CCc2snnc21)N1CCCCC1,4.667561540084395,False,True,structures/x4472a/A71EV2A-x4472a/A71EV2A-x4472a_ligand_ref.sdf,d0b629ed04b4ca2d7b1b756f9ca23e2cbf1c4754d0ec26d7970cd73ba189fa28,raw/A71EV2A-x4472a.pdb,18033025782fc7d450eeadeff67dc93bd42a9277277abd9601b929482415323d,19,19,0,0.0
A71EV2A-x4476a,x4476a,f25ed8ad11ccd1c9,COc1ccccc1CC(=O)N1C[C@]2(C(N)=O)CC[C@H]1C2,"COc1ccccc1CC(=O)N1C[C@]2(C(N)=O)CC[C@H]1C2 |a:13,19|",COc1ccccc1CC(=O)N1C[C@]2(C(N)=O)CC[C@H]1C2,O=C(Cc1ccccc1)N1CC2CC[C@H]1C2,4.6216971581255635,False,True,structures/x4476a/A71EV2A-x4476a/A71EV2A-x4476a_ligand_ref.sdf,2a8dcc0549241bfdeef0028e5e61be9ae6aaf3635bedb0dd64554be35940ebb8,raw/A71EV2A-x4476a.pdb,d216a6ab35dc52ec991a8592aef1f5ce01d87496362ff4d95f4d04db3c32e825,21,21,0,0.0
A71EV2A-x4510a,x4510a_x4571a,81b7f515cba1e602,C[C@H](C(=O)N1CCC[C@H](C(N)=O)C1)c1cn(C)nc1C(F)(F)F,C[C@H](C(=O)N1CCC[C@H](C(N)=O)C1)c1cn(C)nc1C(F)(F)F |&1:1|,C[C@H](C(=O)N1CCC[C@H](C(N)=O)C1)c1cn(C)nc1C(F)(F)F,O=C(Cc1cn[nH]c1)N1CCCCC1,4.462842099070634,False,True,structures/x4510a_x4571a/A71EV2A-x4510a/A71EV2A-x4510a_ligand_ref.sdf,d9368ac222716b5c68bcce0df8fb0dc152642261279488c8951cba19727d42eb,raw/A71EV2A-x4510a.pdb,6023b1c4b2924cf6174d7f18c8d1c4ae8318ff22390696a8eb64d362f3a86f60,23,23,0,0.0
A71EV2A-x4514a,x4514a_x4575a,7634b3098a676cdb,NC(=O)[C@H]1CCCN(C(=O)C2(c3ccoc3)CCC2)C1,NC(=O)[C@H]1CCCN(C(=O)C2(c3ccoc3)CCC2)C1 |a:3|,NC(=O)[C@H]1CCCN(C(=O)C2(c3ccoc3)CCC2)C1,O=C(N1CCCCC1)C1(c2ccoc2)CCC1,4.618930913825583,False,True,structures/x4514a_x4575a/A71EV2A-x4514a/A71EV2A-x4514a_ligand_ref.sdf,9712195bc502ab3e22935b549c08f4cd924e9f483266950e0364f2d2ff835c64,raw/A71EV2A-x4514a.pdb,15cb3f873c0129d73e5b0a88c2a078da6212371547281bb0732399353bca04db,20,20,0,0.0
A71EV2A-x4519a,x4519a_x4519b_x4580a_x4580b,6ecdc1ff9fa11920,NC(=O)[C@H]1CCCN(C(=O)Cc2ncc3ccc(Br)cn23)C1,NC(=O)[C@H]1CCCN(C(=O)Cc2ncc3ccc(Br)cn23)C1 |a:3|,NC(=O)[C@H]1CCCN(C(=O)Cc2ncc3ccc(Br)cn23)C1,O=C(Cc1ncc2ccccn12)N1CCCCC1,4.424218724311264,False,True,structures/x4519a_x4519b_x4580a_x4580b/A71EV2A-x4519a/A71EV2A-x4519a_ligand_ref.sdf,5aeddef549c77f5a87b131b4c13d23b92955bced569084696681d11002730f02,raw/A71EV2A-x4519a.pdb,eaefcf6e72ece79ff6a9b35c5c8c8c9bab985443c1b7e902eecf2fd9edad5aa3,22,22,0,0.0
A71EV2A-x4519b,x4519a_x4519b_x4580a_x4580b,6ecdc1ff9fa11920,NC(=O)[C@H]1CCCN(C(=O)Cc2ncc3ccc(Br)cn23)C1,NC(=O)[C@H]1CCCN(C(=O)Cc2ncc3ccc(Br)cn23)C1 |a:3|,NC(=O)[C@H]1CCCN(C(=O)Cc2ncc3ccc(Br)cn23)C1,O=C(Cc1ncc2ccccn12)N1CCCCC1,4.424218724311264,False,True,structures/x4519a_x4519b_x4580a_x4580b/A71EV2A-x4519b/A71EV2A-x4519b_ligand_ref.sdf,67ead286bd2ee352de6baec75f6688d145d10a942c155fc7ef0b21cf9893db8e,raw/A71EV2A-x4519b.pdb,490138252ac7a75ee0988e8d84d7cafde428d19caad346054d5c7062334a96f1,22,22,0,0.0
A71EV2A-x4524a,x4524a_x4873a_x4873b,b8aaa3e6ccec636d,COc1cccc(NC(=O)N2CCC[C@H](C(N)=O)C2)c1Cl,COc1cccc(NC(=O)N2CCC[C@H](C(N)=O)C2)c1Cl |a:14|,COc1cccc(NC(=O)N2CCC[C@H](C(N)=O)C2)c1Cl,O=C(Nc1ccccc1)N1CCCCC1,4.612661045864782,False,True,structures/x4524a_x4873a_x4873b/A71EV2A-x4524a/A71EV2A-x4524a_ligand_ref.sdf,9b2eae0b8b6da678dfc96219487113f98645be38877f2a807ae5f37d0412f9a1,raw/A71EV2A-x4524a.pdb,bb89f5670b4c2732098097579d794586d925ddb177169abd1af5eec10eef96ef,21,21,0,0.0
A71EV2A-x4540a,x4540a,3b5d8f6bfe5b3639,NC(=O)[C@H]1CCCN(C(=O)Cn2cc(Br)cc(Cl)c2=O)C1,NC(=O)[C@H]1CCCN(C(=O)Cn2cc(Br)cc(Cl)c2=O)C1 |a:3|,NC(=O)[C@H]1CCCN(C(=O)Cn2cc(Br)cc(Cl)c2=O)C1,O=C(Cn1ccccc1=O)N1CCCCC1,3.7253509633996433,False,True,structures/x4540a/A71EV2A-x4540a/A71EV2A-x4540a_ligand_ref.sdf,5bde5c43c335623c3321d565fa53e77306f9d75b608bdf06dc2e0a4f39ba351f,raw/A71EV2A-x4540a.pdb,6540746af698a6b02edfabea3a912f3e3b4894690ee731d2b8f3332f85d26635,21,21,0,0.0
A71EV2A-x4547a,x4547a,27d1e2c1d73a8b05,Cn1nc(CN2C[C@H](C(N)=O)CCC2=O)c2ccccc21,Cn1nc(CN2C[C@H](C(N)=O)CCC2=O)c2ccccc21 |&1:7|,Cn1nc(CN2C[C@H](C(N)=O)CCC2=O)c2ccccc21,O=C1CCCCN1Cc1n[nH]c2ccccc12,5.116903441948165,False,True,structures/x4547a/A71EV2A-x4547a/A71EV2A-x4547a_ligand_ref.sdf,074fae3e14ba22db0f595f44fd1a4ce89ffb83a0b162a7f34c06c5255ef9a378,raw/A71EV2A-x4547a.pdb,2bbfed6e9b1dd3a3ea2ca991544aad1f52113f8601152a39b59223456039c1b6,21,21,0,0.0
A71EV2A-x4554a,x4554a,68e527a3d32c97df,COc1cccc(SC)c1NC(=O)N1CCC[C@H](C(N)=O)C1,COc1cccc(SC)c1NC(=O)N1CCC[C@H](C(N)=O)C1 |a:17|,COc1cccc(SC)c1NC(=O)N1CCC[C@H](C(N)=O)C1,O=C(Nc1ccccc1)N1CCCCC1,5.161195917717353,False,True,structures/x4554a/A71EV2A-x4554a/A71EV2A-x4554a_ligand_ref.sdf,a788a908b5fea5d872524101e8f97feee5616f38ca6b0434d76254c995bf8736,raw/A71EV2A-x4554a.pdb,bbb7e85e541d63da2d54301e09fd622ee2f61d4da26bf3e4a0fc257619c159b8,22,22,0,0.0
A71EV2A-x4571a,x4510a_x4571a,81b7f515cba1e602,C[C@H](C(=O)N1CCC[C@H](C(N)=O)C1)c1cn(C)nc1C(F)(F)F,C[C@H](C(=O)N1CCC[C@H](C(N)=O)C1)c1cn(C)nc1C(F)(F)F |&1:1|,C[C@H](C(=O)N1CCC[C@H](C(N)=O)C1)c1cn(C)nc1C(F)(F)F,O=C(Cc1cn[nH]c1)N1CCCCC1,4.462842099070634,False,True,structures/x4510a_x4571a/A71EV2A-x4571a/A71EV2A-x4571a_ligand_ref.sdf,93a3820eff492e01c7af7487bc8ccbebfc58d14981cf97907bb11d2c4ffd3674,raw/A71EV2A-x4571a.pdb,328e1e48378c051d35d9826f122a72e1222cb9ed9a43721affb5f351bb5698fa,23,23,0,0.0
A71EV2A-x4575a,x4514a_x4575a,7634b3098a676cdb,NC(=O)[C@H]1CCCN(C(=O)C2(c3ccoc3)CCC2)C1,NC(=O)[C@H]1CCCN(C(=O)C2(c3ccoc3)CCC2)C1 |a:3|,NC(=O)[C@H]1CCCN(C(=O)C2(c3ccoc3)CCC2)C1,O=C(N1CCCCC1)C1(c2ccoc2)CCC1,4.618930913825583,False,True,structures/x4514a_x4575a/A71EV2A-x4575a/A71EV2A-x4575a_ligand_ref.sdf,cc146ebac91558fe53520e8327138559ec25d97fef13aeab131974d8469dba21,raw/A71EV2A-x4575a.pdb,078fba64ca54210a305e2a6567b5b1edc097a6d765d06603822b3276e6c55899,20,20,0,0.0
